rooms,distance,crime_rate,age,income,school_score,has_park,near_subway,city,house_price
4,10.366741570749594,0.5159005638428317,67,42.41274386645958,7.583418316729133,0,0,Alpha,91.07142323206743
2,5.183455641820571,0.139176790521929,114,83.55087568963164,6.6919635146962255,0,0,Alpha,90.49290613122312
3,10.942359636044577,0.45500059225764033,22,57.973738646706465,6.417962694012172,0,1,Alpha,90.7264172239182
3,10.572875573910679,0.28232971702024906,42,39.24448855629676,10.0,0,0,Gamma,76.76715553848182
2,9.433748671285105,0.06123127547699322,73,76.52301888931338,5.937107338611086,0,0,Beta,83.09306072366336
6,8.243180707654844,0.3000860860430914,11,48.77575769383265,6.695438259279532,1,0,Gamma,98.87408838568314
1,12.20935956988045,0.1559733304869643,35,67.62422002116998,7.371713129343377,1,1,Gamma,72.95045769635813
1,3.341593172824542,0.2289918403879841,37,59.74474535085062,5.384077193104987,0,1,Beta,77.89639987204798
2,11.84181335258048,0.7779687514743472,62,63.75924340573436,7.164130353342333,0,0,Alpha,78.94204011814439
6,10.972149864761489,0.15120047824821672,66,62.565316292722045,9.516848769200967,1,1,Alpha,127.60375905993223
5,11.133505170138463,0.1566141322199887,55,51.372483341960674,8.307415477834947,0,0,Gamma,93.57678487267872
6,11.533250369730702,0.7323693718957142,97,60.61419430758212,7.885080469867916,0,0,Gamma,106.26900521180315
2,7.385422373628598,0.3235240425470771,68,90.49638080577792,7.829399100523539,0,1,Gamma,100.23510162752903
5,8.962159766794258,0.7794541207903066,89,26.43591232750125,7.156749903165344,1,1,Alpha,82.36874794484383
3,12.548233324865397,0.3677192367817956,110,60.98935660024056,8.34175014338833,0,1,Alpha,83.8076628586571
3,11.722556976332442,0.17477797882411275,68,66.52472208918738,6.781793526845986,0,0,Gamma,89.79467425532886
1,10.826851061770595,0.28912376697625747,97,44.215927247981575,6.408070834623594,0,0,Beta,59.44507738351015
4,3.9427190195214896,0.6430563376351848,56,39.44477932260071,7.142859743945099,0,1,Alpha,86.54297679912644
5,12.151548459532833,0.5382151643215575,50,92.3837386850744,8.267975245697418,1,0,Gamma,124.3183824946533
4,14.677883967972425,0.3013589858782446,6,54.427443987107814,7.46259582705254,1,0,Alpha,99.90224973000092
1,14.03868597217143,0.3103936968024047,98,91.18492742404112,7.944354525886037,1,0,Beta,100.39411004592
4,10.935512195076422,0.28099447716205317,11,68.03644965444339,4.166233097713443,0,0,Beta,90.27071726196658
2,3.769285585583222,0.2108095198517045,103,61.142115905431695,8.670280353804989,1,0,Gamma,91.45032529655124
6,13.77017925691208,0.9915636371539851,19,67.13955768072667,10.0,1,1,Alpha,137.16053212645167
6,9.41098145312093,0.302533247669062,93,69.525081681841,8.8688656707859,0,0,Delta,116.70560193582766
2,0.5,0.14990620637794394,117,77.69482835065651,6.555332090320789,1,0,Delta,101.02197742435601
4,11.508829612428816,0.22441673551505464,66,66.5372376824545,5.812179404704102,1,1,Delta,85.14740435154513
6,4.031312867681854,0.47146609724155153,92,62.16915941175278,7.388449925555978,1,1,Gamma,127.29508444286407
6,4.814237679219748,0.44741695188349434,108,62.644312754006684,5.6182337925159445,1,1,Alpha,119.59161867625386
5,7.460164430504589,0.27676142629950995,101,80.27869983118468,8.015940158541843,1,0,Delta,108.48906895222976
4,15.090364711531535,0.19941759732266867,59,72.25452363228145,6.264425358271766,1,0,Beta,105.06584826440279
1,8.516618583286428,0.30566953015246673,109,44.96967670016095,8.344929150445472,0,1,Gamma,70.57156970847939
5,11.083966350946863,0.10726932724124785,13,50.46556804111056,8.906990560870213,1,1,Gamma,113.29216618783548
3,16.991871855008924,0.13492099028457072,12,64.96123236116063,4.154847319867757,0,0,Alpha,88.96174540901303
1,16.376119050623167,0.4930423314989166,33,50.65618012050484,7.409889215186207,0,0,Gamma,59.94599718214466
2,9.58658633669054,0.22410036333090022,119,54.35269470903057,6.02240630870486,0,1,Beta,71.5578781511142
4,9.033915911757955,0.37957250754774036,79,45.66120627421495,5.0263080836936895,1,1,Alpha,88.04676404330893
5,4.9565174636417995,0.6386207666798382,23,56.0753571071729,6.1357199182636535,1,0,Beta,105.69863225478107
4,7.2221677032736356,0.4496649610583322,46,66.35441460232622,6.693492568421196,1,0,Alpha,107.58977163543841
4,11.701433390451081,0.3050479785547853,2,74.92742424581407,8.447162137689727,0,1,Beta,108.25338451264513
6,11.582923047238587,1.1193958484254545,51,60.13846422440578,4.8700298271545,1,0,Delta,102.9958143249882
5,10.440952924695837,0.454707591734016,72,91.12275044416353,8.471137622020503,0,0,Beta,128.11964167799053
3,13.979206630255701,0.24203420826093455,48,58.853799189168015,9.825288076635788,1,0,Beta,95.56728746846551
4,6.910527947867277,0.47313147744000744,60,107.90134734490618,7.836417492283751,1,1,Gamma,142.80681812161822
4,9.77569391926614,0.3873633631246507,23,75.02478133650571,7.764317749611323,0,0,Alpha,119.35759066350936
1,12.924971953979249,0.17764082872618572,9,67.45083647733681,6.981208336125395,1,1,Alpha,78.2194500911075
1,12.336583624911672,0.31506041101204424,12,52.51449533913574,5.3549436698165715,1,1,Gamma,64.29507403752412
4,14.283783102929679,0.2720486086896324,81,17.632589696431026,7.7487582581744965,0,0,Alpha,63.428950517790064
3,11.588081627060243,0.08955239497991345,6,57.67302581026995,7.537638477870853,0,0,Beta,82.60884014833431
4,8.762389777612672,0.2708064623350228,23,62.67327441543963,8.0242300735854,0,1,Gamma,104.56744975756034
2,11.448769041049598,0.25293235242826395,81,88.83679807432543,10.0,0,0,Beta,96.71675430680938
2,5.9896192144635645,0.2298373024518648,95,39.30375673462436,8.018893316039275,0,0,Alpha,67.86401553199242
1,3.442162673827495,0.10919084251778709,39,88.58829544979751,7.595996351387041,1,0,Alpha,99.79609056989848
3,12.322687123588707,0.2420066652254892,59,56.231333916188746,9.186703849917674,0,0,Beta,92.25241241388883
5,9.779438668715967,0.29391012535933103,55,70.8608531775818,5.116697517022001,1,1,Delta,106.40005535751548
3,11.233638505668035,0.3207405700602518,91,21.90230376705795,5.400216348893482,0,0,Gamma,55.138132829928026
3,3.2092625446343277,0.14950644745763833,112,62.08545572264123,6.474710909315952,0,0,Gamma,93.55384403412819
4,8.53954390109828,0.44491856901182913,100,54.84401919103383,6.083099024277681,0,0,Beta,91.64125380987994
6,7.60057154507389,0.1423021286543542,75,70.23644115232173,7.971506705976214,1,0,Alpha,129.0365841594971
3,6.543151541053321,0.2623633958786139,90,61.36837931635159,6.5555822963262775,0,1,Beta,96.10572884357802
4,0.9799399741501595,0.6736768273347096,97,42.8664056788177,9.435907377391011,0,0,Alpha,91.19274372327655
3,8.660506071451795,0.19650755880623405,102,74.20481455933543,9.128626388016798,1,0,Beta,104.99795810231558
4,13.589217152664762,0.219807963549109,91,70.41943108952383,8.078099465742381,0,1,Gamma,98.32901840752139
3,11.523990887454953,0.5839218324847386,86,68.95152294193994,6.459611503581879,1,0,Alpha,99.03100071798855
4,7.596213561336775,0.23768046369922877,114,75.13373043191132,7.863730785168379,0,0,Beta,110.43706316705966
4,9.9404961133988,0.25078636666588794,44,76.51451161876477,8.135483081244521,0,0,Gamma,101.13437438340571
5,13.027200320952035,0.34521606279850925,8,59.67282496641138,5.506799696319091,1,0,Alpha,111.0016474271663
6,0.5,0.5752511585336484,60,39.63513790847179,7.488291624725688,0,1,Gamma,100.74773649522001
1,9.501853812773449,0.07739945447221576,46,39.2255659177666,7.9885593005691256,0,1,Alpha,73.10765803385232
4,12.172800588725751,0.18073874440138793,5,80.24626850978241,7.303049188748185,1,0,Delta,109.07405925368914
3,12.7285145009367,0.161872212866712,114,70.65671158741634,9.19955418543729,1,0,Alpha,96.62402586196323
3,16.80292082804012,0.1543321642494794,117,61.5304402131449,8.69982820157983,0,0,Beta,80.42552020253991
2,14.540182716385921,0.1778757359353742,56,53.48027617200636,5.844184673780012,0,1,Delta,67.42617881903786
1,11.250251338984988,0.17961690793947882,88,60.473356469103976,7.174275274274456,1,0,Gamma,71.96147637832442
3,11.207904024461707,0.3625944201298751,113,60.37191315090689,5.830263588037513,0,1,Beta,81.42830459449927
5,13.147781391978398,0.1742478414145635,57,54.94861940613282,7.8113783262983025,1,0,Alpha,108.55845726878155
1,7.842692021030638,0.3247662996791825,22,49.51462609718612,5.785992513992364,0,1,Beta,60.6496660622853
3,9.839247780227259,0.3855256099633163,14,92.46475278732322,8.292635780108588,0,0,Beta,110.60195764994008
6,13.624956012314147,0.19227437157516486,8,63.428399075283934,7.543403160940815,0,1,Alpha,118.65232055337167
6,17.829780859580364,0.32638608297287375,8,50.91293088416084,8.359168420228915,0,0,Beta,95.45454864561219
2,9.362930777073032,0.8240792877268246,107,40.46907546165391,6.7968815363718,1,1,Delta,68.13953549166284
1,9.806397242680545,0.36715630534570853,84,49.11459495460079,4.9611895253585745,1,0,Beta,56.57444437723376
5,10.793920775150715,0.20356138888353612,49,70.79589721175952,9.47216925450557,1,1,Alpha,111.23102096299169
1,15.372814776032227,0.2894095787594433,115,71.37575577777505,6.758404088058134,0,0,Beta,69.04434119232019
2,9.878746785643399,0.17156977914005517,61,56.724696822924784,8.927366086543676,1,0,Beta,84.36461918687442
3,15.87743614588458,0.35568197729573864,45,60.77566040846332,7.602255271883816,1,1,Delta,91.8054753301788
6,6.133371130284997,0.511437180025847,112,55.42421294779858,7.943477241497589,0,1,Beta,111.26990135358864
1,9.25585481705202,0.18217881452473236,87,43.382455505460385,9.561648760040464,1,1,Alpha,82.54108436746017
4,9.207339373257897,0.26490969062611347,27,79.52529359230155,7.476329422555277,1,1,Alpha,124.9643466639274
4,13.14602289638488,0.5959358121998994,84,65.58952965446602,8.960323830300643,0,0,Alpha,106.23739639391346
1,14.181041507913113,0.22199699671423814,116,97.14532879544711,4.921944222920882,0,1,Delta,89.87203461347531
6,3.9622225675270704,0.33799015937643373,47,48.657445689881385,8.219540209439806,1,0,Beta,116.71360845540637
6,6.339529496755102,0.1607864036813137,48,57.936999474553,6.661358090537568,0,0,Alpha,111.90222720721157
3,11.347409915105848,0.18230549295525558,64,73.2445532768114,6.8123056944306475,1,1,Delta,99.57559009366791
6,7.365225416456741,0.2200109604291001,30,56.32357908649971,7.012202908115765,1,0,Alpha,122.28724082103365
4,3.910288897409428,1.1115906570883562,112,39.18457458155805,7.485137963440751,0,1,Beta,87.97006989253663
6,14.153919888093917,0.23564470755142272,28,45.766955671517536,9.320024668925656,0,0,Delta,100.80149044247463
6,11.975880336614592,0.21915518087145466,96,61.51125098461116,4.404801640011316,0,0,Delta,92.46925229763197
4,11.97270998744299,0.21482831234702596,62,65.15050993360813,7.061656249608533,0,0,Alpha,102.59220295261308
2,8.098217134215618,0.27270588402837714,79,58.58092010118745,5.996918088409853,0,1,Beta,81.47998923572466
1,14.115753808669284,0.4464437220779312,56,75.05227684292875,8.632139606570426,1,1,Alpha,82.35128355785808
4,9.04016001429152,0.33746086268859254,83,74.89148313079411,6.407671543489839,1,0,Gamma,104.59965462380431
2,14.385741111291809,1.035297479078946,106,64.84168715819585,7.639478068118688,0,0,Alpha,82.31870207876743
5,6.3533393962295115,0.34241790893141016,67,60.40337858027741,6.443494715933502,1,1,Alpha,112.09923078552993
6,6.583458209264796,0.7178048737942563,7,56.20661511585547,7.9352821118372985,1,1,Alpha,125.66956936969922
2,10.818652842390785,0.3555912683340207,88,68.26537697138562,8.420724657954574,0,1,Alpha,94.11871296056991
4,7.190671416811766,0.4331587019472264,6,73.7943887071667,6.443640025424778,0,1,Gamma,98.80917863378849
1,12.70180426147532,0.12667127122325464,67,60.90907222222498,7.0687057255370735,1,0,Alpha,74.4629110644216
2,11.040350976516216,0.27908589730948885,19,66.74997350135092,5.011495733538651,0,1,Beta,84.58466647371392
3,6.308115128547605,0.2889884247681269,98,55.13530226570727,7.427559701746422,1,0,Alpha,96.6654622548387
6,10.2914624037804,0.26033807500247913,73,38.82675631070134,8.19877510851828,0,1,Beta,110.38516215371558
6,8.594889247250533,0.0827668900394363,77,44.985684769303006,6.22243296179743,0,1,Alpha,97.14610034890558
4,13.663331316708188,0.5108775616467237,93,71.48649008099696,8.568507799482564,0,0,Beta,100.84674854846439
4,7.469788067287183,0.23876148458382473,30,66.70504522861063,4.097365511115827,1,0,Gamma,100.71697142299202
4,8.24330761810848,0.23157701250995227,58,83.8532050805711,4.408130375784779,0,1,Alpha,116.14560482972738
1,14.844947621505337,0.25843711677366116,24,60.841476434610726,5.056460652934124,1,1,Gamma,77.84205510411918
3,18.954373556970054,0.2626724360635446,74,72.97160606816666,6.321287305185479,0,0,Alpha,84.27209483124881
6,17.996034656911746,0.3845271245516811,49,79.84525395835558,7.026065966559841,0,0,Alpha,117.68012874990046
3,10.252892046642433,0.14048994607705684,77,74.91675247147286,6.88958963097533,0,0,Alpha,92.6110114495117
2,10.875418828272897,0.1722815478817715,73,50.87179579945412,6.906071272993386,1,1,Delta,79.30459295196977
2,16.13383464913064,0.35857407249012796,3,57.23151258360688,8.01300642952889,0,1,Alpha,75.16581695318693
5,9.502260775021474,0.3286866830235142,25,61.94659109553533,6.339032219136991,0,1,Alpha,114.78283686619994
1,6.094603451450535,0.24026978438977498,30,45.21196964554565,5.230994227312921,0,0,Gamma,64.86330981355809
6,10.467502389745194,0.2134511147228197,46,67.11432772656488,5.258698075387529,1,0,Alpha,119.9171562529894
6,11.806067122128526,0.18256393803810234,119,75.35982749463291,9.957731029453905,1,1,Alpha,121.87945671360583
4,6.683401528727007,0.29083095294095473,57,52.78717640692576,3.7070372281497797,0,0,Alpha,84.66617759881603
3,3.415075434003393,0.6116711263913488,40,89.58831324903878,6.753139972771839,1,1,Gamma,116.47911535406827
5,4.253081941783595,0.15964056639960172,101,55.63914076491895,9.041069699579959,1,1,Alpha,109.67733630589285
4,12.661717136689315,0.7512557253903334,113,56.95563036396043,7.676711872554076,1,1,Delta,90.97107593591497
3,6.966493934752625,0.4997680836959106,35,56.42581732202707,5.838621312223192,1,0,Alpha,89.57944962082999
2,9.434611630515544,0.22951698525694122,59,49.37585920629973,7.003060369141075,0,0,Beta,77.8669022301533
3,10.850234737351354,0.4818342639816784,17,66.26787239236066,8.209486312423628,0,0,Gamma,92.99280123586449
5,12.476563516378839,0.12498743707667345,27,60.30038820893439,8.691408297240235,1,0,Beta,111.87148559272299
1,8.660388805146104,0.10657088087423042,64,84.92057785033955,5.740922294130061,1,1,Beta,89.06619329384051
1,11.994862801922407,0.13891829093548203,1,69.10964894357217,8.064641438074457,1,0,Beta,83.50422644215672
5,6.439758831516628,0.2355462770786567,86,68.06534234545882,7.353500808994539,0,0,Alpha,112.05464343483648
3,8.553143897287953,0.24777208155464076,26,56.676932308958136,8.546166739428974,1,0,Delta,93.87582321216007
5,5.902337648848517,0.22111210352948166,61,38.78650928258431,8.946581549542055,1,0,Beta,100.45378988022016
1,14.527068865447667,0.3197082602771968,39,58.65744901998073,6.5193723536661565,0,0,Beta,71.76150569691669
6,9.891667087732035,0.0836517990730449,29,47.24562087904229,4.970570214282883,0,0,Beta,92.54478378911901
1,7.042770049478802,0.4054367668965987,53,74.27764901872784,7.554171126062839,0,1,Delta,87.53831083481856
3,8.590512807739414,0.12853161839885846,82,59.543356691829004,9.487270012237214,1,0,Alpha,98.02404457926238
6,9.1130860771069,0.20260229426194667,54,84.98614279600503,7.959814952362449,0,1,Alpha,139.79885930851344
1,12.802079165300038,0.23510800380077834,84,71.02965466287219,7.322227962610318,1,1,Gamma,80.74632593203555
4,3.617455287259056,0.1505099051444702,66,72.53303933472154,10.0,0,1,Beta,121.17189468217049
5,5.851176633498324,0.1323110351637854,90,63.45985721166316,5.543963765370311,1,0,Beta,115.5785899933524
3,8.487570993770012,0.16469681187859897,57,63.13008501618975,8.264186263130087,1,1,Beta,97.05121021526561
1,20.129223331071223,0.2990471022814018,72,69.79909300792963,6.201387274799025,0,1,Gamma,69.00155386384016
4,13.82271557012798,0.4291234271052484,4,73.8400322537073,7.069488066210745,0,0,Gamma,99.27806744456005
3,9.554193283476225,0.42254518406199615,21,49.341446065592145,7.125501050278775,0,0,Gamma,81.07151191483554
6,12.847998329643358,0.1658461673547368,32,67.38421015962969,9.120491290694002,1,1,Alpha,119.91596650553635
5,18.229744678521342,0.18731824027541188,69,99.31630834869101,5.689580672400696,0,1,Gamma,118.21283325745968
3,9.065024292898439,0.17336399130699803,115,58.654649596568184,6.250877207229423,1,1,Alpha,91.25937646588886
1,8.534346623609759,0.39450928109806327,16,56.166848765938276,4.769867168545214,0,1,Gamma,62.83332813232118
4,14.847774172887583,0.08870383913931132,4,49.61295099896095,7.6820788292031,1,1,Alpha,96.90873666206025
2,11.97670199253177,0.6331825918772467,77,38.271536633352,6.358475466185637,1,1,Gamma,58.324594285658335
5,12.685332621290227,0.22517375616792948,88,77.83329640711716,7.5907538597280295,0,1,Beta,122.41079704296585
6,7.967110402877678,0.1882254338526729,105,60.914481274539256,5.497427900552959,0,0,Alpha,113.10102255144757
3,17.69681252937097,0.36923288016316513,57,64.49441400962372,6.4968629318015125,0,1,Gamma,93.26665557216454
6,16.83836320637464,0.5596584640486814,93,87.6725140482657,8.454500676976222,1,0,Beta,123.42486270386482
4,12.263791155490999,0.36992683140129207,85,97.63783865275235,6.755953100264096,1,1,Alpha,117.10991126873773
4,12.73715935258895,0.5664574420994664,4,46.67181121199675,7.875894777123988,1,0,Gamma,90.78106413121421
5,1.8909565110278574,0.3264806130898085,40,75.81837766413325,7.73965718070393,0,0,Beta,112.17818407515554
5,12.550839173988834,0.6298857428654754,85,69.35768153157,6.505558241064611,0,1,Beta,107.9007959784654
6,9.223565651098708,0.6357791802285029,45,65.99388547972463,4.816355693513222,0,0,Delta,102.28711602704816
6,11.73562282331289,0.2837427464743551,70,67.19968090121702,8.379560061227798,0,0,Alpha,117.37314827324919
1,12.729837647384391,0.7142826924188099,62,59.676932245255074,7.238990321241354,1,0,Alpha,74.8540495633324
3,8.6348329275669,0.332485250518862,78,83.86924705720685,8.37659212572688,1,1,Gamma,109.28908519907694
6,3.238072799251663,0.31731380684017824,109,69.24972566579166,4.182236190540397,1,1,Alpha,131.1656315733987
2,11.47149826029694,0.17327346633410737,103,65.20544670419997,4.683546960292656,1,1,Gamma,82.76089249779028
1,7.03446539023842,0.25327789256140415,40,78.74136309292892,4.000181524017329,1,0,Alpha,77.74078765404826
4,8.679223629102642,0.48024909945507216,54,73.48618546942657,5.772427274530893,1,1,Gamma,110.10582634096323
5,7.581960623623222,0.13702551277702624,11,66.9418988948519,8.458729862805065,1,1,Beta,114.0075389407126
5,8.633702978979247,0.44475772005144837,96,64.94332621030128,7.79238878039008,1,0,Beta,111.10097371468872
5,0.7619161709362334,0.3712682509600905,5,86.37680828361486,6.952184458749882,1,0,Beta,124.024471587518
4,14.867788508926068,0.3557727302205487,54,67.68453876461898,7.1837364133731025,0,1,Beta,95.40156806833475
1,11.013384409305896,0.08014680069003077,105,58.69465151484652,8.065103497684001,0,1,Beta,80.83143866148784
6,14.445597051675456,0.2831026427744809,111,47.18477170210339,6.576989473262295,1,0,Beta,98.66448772129505
3,17.919367319239743,0.44439387880155873,38,54.88193994624044,7.554496530417286,0,1,Alpha,81.46810350817643
6,10.090372490251003,0.19056289638618218,114,44.29648753588464,7.19593640168562,0,1,Delta,96.8989132073327
5,2.790254976637698,0.3179643591775067,15,61.65686713574521,3.938140301849735,1,1,Gamma,106.45194646780178
6,6.424452598481661,0.07230630399443351,86,63.897552034056595,6.461239649998018,1,1,Alpha,130.36846003341307
1,5.172382076413159,0.45060498941196075,71,29.28128637082654,8.902258797351003,0,0,Alpha,55.53712267676803
6,7.992501427420004,0.2024100505760407,96,60.316744800372284,6.445795147301214,1,0,Beta,108.18296554296435
4,10.31859191226391,0.5080447059384261,101,69.77864230770454,6.799674887112309,1,1,Gamma,105.49816111188116
3,1.9912509319070448,0.09969180863108497,52,62.53931668203965,6.150387385249432,0,0,Beta,85.55985916996752
5,11.36990197336621,0.45628413200726714,72,45.72078468284103,6.321514982334711,0,0,Alpha,91.34688058105436
6,3.9585733868564885,0.26127975888272104,88,79.07137963479038,8.573617065698361,1,0,Gamma,136.6336923955911
4,11.189461051200045,0.48897802879873314,19,49.593937442290766,6.62467962675716,0,1,Alpha,92.55291248047546
1,9.562035419292075,0.17283362157004048,73,41.613776252853384,5.5692712818161985,0,1,Gamma,55.776922234337654
5,8.745475043229689,0.20782181712611064,49,43.82739851599044,2.644091328451502,1,0,Gamma,83.37480290286683
2,9.707827776234748,1.1565839698103646,44,59.82017082392883,6.198215168302892,0,0,Alpha,72.84509597089638
2,7.84088793707323,0.1830545120831673,32,74.78077329886163,4.246456469202627,0,0,Beta,81.80345807658716
2,7.550114226383306,0.19718432566210817,56,77.51966426203437,4.446750709052036,1,0,Beta,90.40038923398325
2,3.2689744365244495,0.25513837797121675,2,63.18097445226152,8.113249307277174,1,1,Delta,98.51250909153842
6,9.881490740602683,0.1630766023514723,73,42.12895177869815,7.992145792036955,1,1,Alpha,115.86241378669916
3,17.38213484249327,0.6152504070010208,115,50.17974816956449,4.31590227050048,0,1,Beta,67.38454041999233
1,17.921980251538418,0.8479004775329471,57,46.56342217471888,8.192071259878333,1,0,Delta,54.30914203495283
2,15.28727038617977,0.19741174802483663,55,57.352032406282525,7.643101865356576,1,1,Alpha,87.49301456596652
3,12.823206403406232,0.10692588934823623,55,33.41439968946874,5.903003768060769,1,0,Gamma,60.21472493757382
3,7.294079503680047,0.6084663802991519,17,61.69125118308475,8.02813328463319,0,1,Beta,93.09456409838806
